"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","ADZ83-1.1","ADZ83-2.1","ADZ83-3.1","ADZ74-1.1","ADZ74-2.1","ADZ74-3.1"
"WBGene00199692",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","R07H5.12",0,0,0,0.9300798,0,0
"WBGene00011130",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","zip-6",0,0,0,0.9300798,0,0
"WBGene00000700",0.5217055,-0.1572855,0.3084276,-0.6353584,0.5251947,NA,"NotSig","col-126",0,0,0,0,3.130233,0
"WBGene00174696",0.3100266,-0.1572855,0.3084276,-0.4820193,0.6297922,NA,"NotSig","21ur-11320",0,0,0,1.86016,0,0
"WBGene00196590",0.8624866,0.2181452,0.375759,0.5913285,0.5543003,NA,"NotSig","B0035.19",4.24484,0,0,0.9300798,0,0
"WBGene00235095",0.3866689,-0.2034894,0.3090976,-0.5519393,0.58099,NA,"NotSig","B0035.21",0,0,0,0,0,2.320013
"WBGene00197129",0.6200532,-0.2449749,0.3143979,-0.7253943,0.4682102,NA,"NotSig","T01G1.5",0,0,0,3.720319,0,0
"WBGene00014829",0.1371106,0.06080571,0.3084276,0.1971434,0.8437153,NA,"NotSig","T01G1.t2",0,0,0.8226635,0,0,0
"WBGene00001108",0.8315991,-0.07193256,0.370199,-0.200786,0.8408659,NA,"NotSig","dsl-6",0,1.859361,0,0,3.130233,0
"WBGene00201441",0.1549468,0.06080571,0.3084276,0.1971434,0.8437153,NA,"NotSig","F22B3.19",0,0.9296806,0,0,0,0
"WBGene00007006",1.0175,0.1430283,0.3942255,0.3551427,0.7224827,NA,"NotSig","npr-3",4.24484,0,0,1.86016,0,0
"WBGene00007512",0.5678059,-0.2787433,0.3344403,-0.7534599,0.4511736,NA,"NotSig","C10C6.3",0,0,0,1.86016,0,1.546676
"WBGene00219489",0.2577793,-0.1572855,0.3084276,-0.4368351,0.6622309,NA,"NotSig","C10C6.13",0,0,0,0,0,1.546676
"WBGene00199696",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","H21P03.8",0,0,0,0.9300798,0,0
"WBGene00197257",0.5529766,-0.120951,0.3497208,-0.3639428,0.7159007,NA,"NotSig","H21P03.6",0,0,0.8226635,0.9300798,1.565117,0
"WBGene00045319",0.3098935,0.1335028,0.3084276,0.4201782,0.6743553,NA,"NotSig","M04B2.8",0,1.859361,0,0,0,0
"WBGene00201578",0.3100266,-0.1572855,0.3084276,-0.4820193,0.6297922,NA,"NotSig","M04B2.12",0,0,0,1.86016,0,0
"WBGene00010849",0.4389162,-0.2150974,0.3097514,-0.5940051,0.5525087,NA,"NotSig","M04B2.7",0,0,0,1.86016,0,0.7733378
"WBGene00008723",1.317632,-0.2581462,0.4220739,-0.6493207,0.5161311,NA,"NotSig","F12F6.8",0,0,1.645327,0,6.260466,0
"WBGene00198599",0.4650399,-0.2203516,0.3100755,-0.6136725,0.5394318,NA,"NotSig","F12F6.16",0,0,0,2.790239,0,0
"WBGene00198307",1.358998,0.06780317,0.4797534,0.1400437,0.8886254,NA,"NotSig","F12F6.15",2.12242,0,2.467991,2.790239,0,0.7733378
"WBGene00201942",0.7789523,0.0793346,0.4143233,0.1769043,0.8595836,NA,"NotSig","F12F6.19",1.06121,0.9296806,0.8226635,1.86016,0,0
"WBGene00195301",0.1768683,0.06080571,0.3084276,0.1971434,0.8437153,NA,"NotSig","F12F6.12",1.06121,0,0,0,0,0
"WBGene00201183",1.486294,0.7330161,0.4785047,1.699205,0.0892805,NA,"NotSig","F12F6.18",2.12242,1.859361,4.935981,0,0,0
"WBGene00219891",0.1550133,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","F12F6.20",0,0,0,0.9300798,0,0
"WBGene00009589",1.722283,0.2548642,0.5233116,0.4855411,0.6272926,NA,"NotSig","F40F11.4",4.24484,1.859361,0.8226635,1.86016,0,1.546676
"WBGene00219941",0.518632,-0.228606,0.3207177,-0.6752924,0.49949,NA,"NotSig","F40F11.6",0,0,0,0,1.565117,1.546676
"WBGene00202182",0.3100266,-0.1572855,0.3084276,-0.4820193,0.6297922,NA,"NotSig","F40F11.5",0,0,0,1.86016,0,0
"WBGene00174936",0.2742212,0.1335028,0.3084276,0.381079,0.7031446,NA,"NotSig","21ur-8714",0,0,1.645327,0,0,0
"WBGene00003094",1.083231,-0.1839426,0.4044808,-0.4650232,0.6419148,NA,"NotSig","lys-5",0,1.859361,0,0,0,4.640027
"WBGene00003095",1.85976,-0.004791253,0.4553478,-0.01045605,0.9916574,NA,"NotSig","lys-6",0,5.578084,0,5.580479,0,0
"WBGene00014085",1.357452,-0.08644484,0.4557323,-0.1868341,0.8517907,NA,"NotSig","ZK809.1",0,1.859361,1.645327,0,0,4.640027
"WBGene00004192",0.6966955,-0.3366381,0.3584906,-0.9062495,0.3648038,NA,"NotSig","prx-2",0,0,0,1.86016,0,2.320013
"WBGene00195005",1.037264,-0.4624651,0.4051174,-1.227785,0.2195278,NA,"NotSig","ZK809.10",0,0,0,0,3.130233,3.093351
"WBGene00194934",1.778483,0.5130748,0.511452,1.029624,0.3031863,NA,"NotSig","ZK809.9",5.30605,1.859361,1.645327,1.86016,0,0
"WBGene00014077",1.152054,-0.2771247,0.443187,-0.6388799,0.5229011,NA,"NotSig","ZK792.4",0,0,1.645327,3.720319,0,1.546676
"WBGene00201031",0.5350739,0.04586809,0.3228768,0.151685,0.8794354,NA,"NotSig","ZK792.10",0,0,1.645327,0,1.565117,0
"WBGene00235132",0.4292345,0.0426406,0.3098411,0.1437784,0.8856755,NA,"NotSig","ZK792.12",0,0,1.645327,0.9300798,0,0
"WBGene00001079",0.6115159,0.0244801,0.3389953,0.06667928,0.946837,NA,"NotSig","dpy-20",2.12242,0,0,0,0,1.546676
"WBGene00200172",0.2608528,-0.08458844,0.3084276,-0.2742611,0.783884,NA,"NotSig","K01A6.18",0,0,0,0,1.565117,0
"WBGene00010448",1.549601,0.3072923,0.440255,0.7228335,0.4697822,NA,"NotSig","K01A6.6",0,7.437445,0,1.86016,0,0
